date,aod_value,state,aod_type
2010-04-10,190.27743772119914,FL,47
2010-04-11,354.7385125378825,FL,47
2010-04-12,268.5823863087019,FL,47
2010-04-13,280.8542265729002,FL,47
2010-04-14,,FL,47
2010-04-15,531.7988049864525,FL,47
2010-04-16,354.5392614926144,FL,47
2010-04-17,,FL,47
2010-04-18,,FL,47
2010-04-19,399.1474502287248,FL,47
2010-04-20,482.47141995836967,FL,47
2010-04-21,274.74974801770963,FL,47
2010-04-22,269.1793688191026,FL,47
2010-04-23,187.54068364161546,FL,47
2010-04-24,225.52682625022126,FL,47
2010-04-25,,FL,47
2010-04-26,183.17492082516105,FL,47
2010-04-27,177.39589549835438,FL,47
2010-04-28,201.74533040848382,FL,47
2010-04-29,136.55376059474224,FL,47
2010-04-30,,FL,47
2010-05-01,397.55986555043876,FL,47
2010-05-02,138.85891665723784,FL,47
2010-05-03,189.46588816056163,FL,47
2010-05-04,323.33260650491036,FL,47
2010-05-05,441.9001744519627,FL,47
2010-05-06,367.1183020914839,FL,47
2010-05-07,,FL,47
2010-05-08,297.3931633331001,FL,47
2010-05-09,430.44332362888633,FL,47
2010-05-10,343.85027556527854,FL,47
2010-05-11,427.82464750032034,FL,47
2010-05-12,260.8664082962512,FL,47
2010-05-13,305.17841911372966,FL,47
2010-05-14,,FL,47
2010-05-15,194.9904938635674,FL,47
2010-05-16,320.68306208047784,FL,47
2010-05-17,484.22636948070874,FL,47
2010-05-18,487.6127768931631,FL,47
2010-05-19,305.43489798428914,FL,47
2010-05-20,336.8462524088888,FL,47
2010-05-21,379.69941010443756,FL,47
2010-05-22,335.6153452124206,FL,47
2010-05-23,246.398084156082,FL,47
2010-05-24,353.46556210677596,FL,47
2010-05-25,419.5234338492361,FL,47
2010-05-26,129.16789865975386,FL,47
2010-05-27,,FL,47
2010-05-28,389.70502383403306,FL,47
2010-05-29,393.5095898844444,FL,47
2010-05-30,352.58130933118196,FL,47
2010-05-31,,FL,47
2010-06-01,248.42254605267712,FL,47
2010-06-02,352.37867492018813,FL,47
2010-06-03,418.0692473395019,FL,47
2010-06-04,432.6311696963545,FL,47
2010-06-05,592.2398155739936,FL,47
2010-06-06,289.28600708030547,FL,47
2010-06-07,459.0168302857694,FL,47
2010-06-08,268.5320845054099,FL,47
2010-06-09,239.2744972735162,FL,47
2010-06-10,102.81990525936439,FL,47
2010-06-11,101.52922659239715,FL,47
2010-06-12,296.42432737729246,FL,47
2010-06-13,253.85939523816583,FL,47
2010-06-14,221.4393245398329,FL,47
2010-06-15,,FL,47
2010-06-16,495.8358152751972,FL,47
2010-06-17,423.0505649250025,FL,47
2010-06-18,333.8982017404989,FL,47
2010-06-19,295.402164193969,FL,47
2010-06-20,383.83270543429387,FL,47
2010-06-21,303.8736912714372,FL,47
2010-06-22,258.04214251718,FL,47
2010-06-23,232.3032735041055,FL,47
2010-06-24,,FL,47
2010-06-25,261.7916736800405,FL,47
2010-06-26,198.39843463581477,FL,47
2010-06-27,316.89987350689796,FL,47
2010-06-28,517.9198548812665,FL,47
2010-06-29,516.5558146313028,FL,47
2010-06-30,,FL,47
2010-07-01,,FL,47
2010-07-02,,FL,47
2010-07-03,,FL,47
2010-07-04,,FL,47
2010-07-05,,FL,47
2010-07-06,90.0,FL,47
2010-07-07,303.1866278561631,FL,47
2010-07-08,106.00837456559074,FL,47
2010-07-09,402.7260028472467,FL,47
2010-07-10,130.63237235055828,FL,47
2010-07-11,,FL,47
2010-07-12,458.45760316901726,FL,47
2010-07-13,452.9322089109274,FL,47
2010-07-14,455.3717484935378,FL,47
2010-07-15,,FL,47
2010-07-16,295.7201351057387,FL,47
2010-07-17,326.4020695847894,FL,47
2010-07-18,395.13115879163706,FL,47
2010-07-19,335.5868355756643,FL,47
2010-07-20,428.87469297167434,FL,47
2010-07-21,395.0593358601775,FL,47
2010-07-22,263.6829264664114,FL,47
2010-07-23,,FL,47
2010-07-24,400.6155181329599,FL,47
2010-07-25,261.3314625108708,FL,47
2010-07-26,243.2047153610274,FL,47
2010-07-27,292.89821132064986,FL,47
2010-07-28,323.4368337833064,FL,47
2010-07-29,444.7780010924457,FL,47
2010-07-30,246.99768270756135,FL,47
2010-07-31,,FL,47
2010-08-01,364.78903003683314,FL,47
2010-08-02,321.7713666863711,FL,47
2010-08-03,455.5876296616341,FL,47
2010-08-04,306.96264268131,FL,47
2010-08-05,366.66536468261256,FL,47
2010-08-06,304.81610656123564,FL,47
2010-08-07,517.3363814500326,FL,47
2010-08-08,466.6387395200925,FL,47
2010-08-09,468.22502919929065,FL,47
2010-08-10,478.30980240285953,FL,47
2010-08-11,,FL,47
2010-08-12,264.28481691902294,FL,47
2010-08-13,317.9299344768467,FL,47
2010-08-14,455.9442045578619,FL,47
2010-08-15,,FL,47
2010-08-16,411.25765215392994,FL,47
2010-08-17,207.83315482215426,FL,47
2010-08-18,309.18892319448094,FL,47
2010-08-19,270.0796410304612,FL,47
2010-08-20,114.56004016258672,FL,47
2010-08-21,480.0,FL,47
2010-08-22,384.505834827916,FL,47
2010-08-23,,FL,47
2010-08-24,,FL,47
2010-08-25,,FL,47
2010-08-26,572.5132482826301,FL,47
2010-08-27,455.2148976677772,FL,47
2010-08-28,432.8886107024763,FL,47
2010-08-29,226.8832389408205,FL,47
2010-08-30,399.5314405388575,FL,47
2010-08-31,,FL,47
2010-09-01,185.2390750239996,FL,47
2010-09-02,188.71770657059454,FL,47
2010-09-03,147.63378297320247,FL,47
2010-09-04,381.2727360995881,FL,47
2010-09-05,281.0289240625588,FL,47
2010-09-06,477.9087749782797,FL,47
2010-09-07,224.803913939575,FL,47
2010-09-08,371.62694456815103,FL,47
2010-09-09,452.64499238385383,FL,47
2010-09-10,281.3938932085026,FL,47
2010-09-11,235.53710227934346,FL,47
2010-09-12,277.041930671814,FL,47
2010-09-13,443.0576442969881,FL,47
2010-09-14,348.9670296000698,FL,47
2010-09-15,,FL,47
2010-09-16,305.4764705399235,FL,47
2010-09-17,282.0849371544573,FL,47
2010-09-18,259.5731096268789,FL,47
2010-09-19,411.8044168136955,FL,47
2010-09-20,168.08076157663155,FL,47
2010-09-21,253.92451026303422,FL,47
2010-09-22,345.33979375430107,FL,47
2010-09-23,236.75761920345929,FL,47
2010-09-24,513.34315008726,FL,47
2010-09-25,327.6467124631992,FL,47
2010-09-26,220.27140418779928,FL,47
2010-09-27,180.2864390255491,FL,47
2010-09-28,352.0,FL,47
2010-09-29,266.3388743274153,FL,47
2010-09-30,,FL,47
2010-10-01,116.32262387840416,FL,47
2010-10-02,196.06900926650502,FL,47
2010-10-03,202.72990124553664,FL,47
2010-10-04,131.62053684273877,FL,47
2010-10-05,135.4643328498193,FL,47
2010-10-06,87.39986890269253,FL,47
2010-10-07,,FL,47
2010-10-08,94.84961134993247,FL,47
2010-10-09,153.86704683403758,FL,47
2010-10-10,342.8408486933714,FL,47
2010-10-11,276.94729144899054,FL,47
2010-10-12,277.07141405391405,FL,47
2010-10-13,185.36281032201572,FL,47
2010-10-14,236.62139525458767,FL,47
2010-10-15,79.76079294324808,FL,47
2010-10-16,68.23370814295939,FL,47
2010-10-17,162.2809347249142,FL,47
2010-10-18,96.75707248740534,FL,47
2010-10-19,,FL,47
2010-10-20,126.47971038351736,FL,47
2010-10-21,200.67322016573934,FL,47
2010-10-22,201.41364185493455,FL,47
2010-10-23,112.55408079475046,FL,47
2010-10-24,140.74312530171665,FL,47
2010-10-25,222.8446603594927,FL,47
2010-10-26,240.08740539014747,FL,47
2010-10-27,244.85806710842184,FL,47
2010-10-28,241.0143521228608,FL,47
2010-10-29,117.91935934228611,FL,47
2010-10-30,156.7695275556202,FL,47
2010-10-31,,FL,47
2010-11-01,111.39164652883724,FL,47
2010-11-02,285.0,FL,47
2010-11-03,145.74224074087283,FL,47
2010-11-04,,FL,47
2010-11-05,114.2099430127276,FL,47
2010-11-06,67.80777810416795,FL,47
2010-11-07,57.981259242557435,FL,47
2010-11-08,40.28941096425459,FL,47
2010-11-09,35.490767324639165,FL,47
2010-11-10,47.75022697538408,FL,47
2010-11-11,122.28792340468728,FL,47
2010-11-12,117.84922456743695,FL,47
2010-11-13,57.3833434580757,FL,47
2010-11-14,56.50412650276083,FL,47
2010-11-15,,FL,47
2010-11-16,232.0301513936605,FL,47
2010-11-17,345.7824448359281,FL,47
2010-11-18,79.53627275039887,FL,47
2010-11-19,67.11085682161541,FL,47
2010-11-20,219.25254057815755,FL,47
2010-11-21,247.5238060593299,FL,47
2010-11-22,145.3465024488957,FL,47
2010-11-23,101.00592251240512,FL,47
2010-11-24,65.02032965018059,FL,47
2010-11-25,71.98593241449478,FL,47
2010-11-26,304.1809468652295,FL,47
2010-11-27,317.60690192432355,FL,47
2010-11-28,96.93942185995324,FL,47
2010-11-29,173.10968480849175,FL,47
2010-11-30,,FL,47
2010-12-01,75.40347660337363,FL,47
2010-12-02,36.31971885003413,FL,47
2010-12-03,38.134208407124746,FL,47
2010-12-04,51.0791421658853,FL,47
2010-12-05,199.5655593213463,FL,47
2010-12-06,56.466846134013,FL,47
2010-12-07,51.94084610593188,FL,47
2010-12-08,86.34213546132973,FL,47
2010-12-09,105.0280739452386,FL,47
2010-12-10,145.12448342746788,FL,47
2010-12-11,234.6028707119794,FL,47
2010-12-12,147.8518237917761,FL,47
2010-12-13,219.61306333462713,FL,47
2010-12-14,51.378336375891536,FL,47
2010-12-15,,FL,47
2010-12-16,43.80943303950125,FL,47
2010-12-17,51.110555960376686,FL,47
2010-12-18,261.9790671371834,FL,47
2010-12-19,,FL,47
2010-12-20,77.57974925096762,FL,47
2010-12-21,112.75634205645602,FL,47
2010-12-22,105.93973505132072,FL,47
2010-12-23,91.20028533544657,FL,47
2010-12-24,72.9271202174001,FL,47
2010-12-25,133.33444665385142,FL,47
2010-12-26,291.10931831297523,FL,47
2010-12-27,80.38146957259582,FL,47
2010-12-28,52.96566766356448,FL,47
2010-12-29,73.8647563733845,FL,47
2010-12-30,360.1706595619703,FL,47
2010-12-31,,FL,47
