STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,DLY-PRCP-25PCTL,DLY-SNWD-25PCTL,DLY-SNOW-25PCTL,DLY-PRCP-50PCTL,DLY-SNWD-50PCTL,DLY-SNOW-50PCTL,DLY-PRCP-75PCTL,DLY-SNWD-75PCTL,DLY-SNOW-75PCTL,MTD-PRCP-NORMAL,MTD-SNOW-NORMAL,YTD-PRCP-NORMAL,YTD-SNOW-NORMAL,DLY-PRCP-PCTALL-GE001HI,DLY-PRCP-PCTALL-GE010HI,DLY-PRCP-PCTALL-GE050HI,DLY-PRCP-PCTALL-GE100HI,DLY-SNWD-PCTALL-GE001WI,DLY-SNWD-PCTALL-GE010WI,DLY-SNWD-PCTALL-GE003WI,DLY-SNWD-PCTALL-GE005WI,DLY-SNOW-PCTALL-GE001TI,DLY-SNOW-PCTALL-GE010TI,DLY-SNOW-PCTALL-GE100TI,DLY-SNOW-PCTALL-GE030TI,DLY-SNOW-PCTALL-GE050TI,DLY-TAVG-NORMAL,DLY-DUTR-NORMAL,DLY-TMAX-NORMAL,DLY-TMIN-NORMAL,DLY-TAVG-STDDEV,DLY-DUTR-STDDEV,DLY-TMAX-STDDEV,DLY-TMIN-STDDEV
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100111,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,26.0,12.2,32.0,19.9,-9999,-9999,-9999,-9999
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100112,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,25.9,12.2,32.0,19.8,-9999,-9999,-9999,-9999
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100113,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,25.8,12.3,31.9,19.7,-9999,-9999,-9999,-9999
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100114,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,25.7,12.3,31.9,19.6,-9999,-9999,-9999,-9999
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100115,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,25.7,12.4,31.9,19.5,-9999,-9999,-9999,-9999
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100116,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,25.6,12.4,31.8,19.4,-9999,-9999,-9999,-9999
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100117,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,25.6,12.5,31.8,19.3,-9999,-9999,-9999,-9999
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100118,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,25.6,12.5,31.8,19.3,-9999,-9999,-9999,-9999
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100119,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,25.5,12.6,31.8,19.3,-9999,-9999,-9999,-9999
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100120,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,25.5,12.6,31.8,19.2,-9999,-9999,-9999,-9999
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100121,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,25.5,12.7,31.9,19.2,-9999,-9999,-9999,-9999
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100122,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,25.5,12.7,31.9,19.2,-9999,-9999,-9999,-9999
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100123,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,25.6,12.8,32.0,19.2,-9999,-9999,-9999,-9999
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100124,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,25.6,12.8,32.0,19.2,-9999,-9999,-9999,-9999
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100125,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,25.7,12.8,32.1,19.2,-9999,-9999,-9999,-9999
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100126,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,25.7,12.9,32.2,19.3,-9999,-9999,-9999,-9999
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100127,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,25.8,12.9,32.3,19.3,-9999,-9999,-9999,-9999
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100128,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,25.9,12.9,32.4,19.4,-9999,-9999,-9999,-9999
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100129,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,26.0,13.0,32.5,19.5,-9999,-9999,-9999,-9999
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100130,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,26.1,13.0,32.6,19.6,-9999,-9999,-9999,-9999
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100131,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,26.2,13.0,32.7,19.7,-9999,-9999,-9999,-9999
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100201,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,26.4,13.1,32.9,19.9,-9999,-9999,-9999,-9999
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100202,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,26.5,13.1,33.1,20.0,-9999,-9999,-9999,-9999
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100203,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,26.7,13.1,33.3,20.2,-9999,-9999,-9999,-9999
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100204,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,26.9,13.1,33.5,20.3,-9999,-9999,-9999,-9999
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100205,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,27.1,13.2,33.7,20.5,-9999,-9999,-9999,-9999
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100206,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,27.3,13.2,33.9,20.7,-9999,-9999,-9999,-9999
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100207,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,27.5,13.2,34.1,20.9,-9999,-9999,-9999,-9999
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100208,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,27.7,13.2,34.4,21.1,-9999,-9999,-9999,-9999
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100209,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,28.0,13.3,34.6,21.3,-9999,-9999,-9999,-9999
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100210,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,28.2,13.3,34.9,21.6,-9999,-9999,-9999,-9999
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100211,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,28.5,13.3,35.1,21.8,-9999,-9999,-9999,-9999
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100212,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,28.8,13.4,35.4,22.1,-9999,-9999,-9999,-9999
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100213,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,29.0,13.4,35.7,22.3,-9999,-9999,-9999,-9999
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100214,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,29.3,13.4,36.0,22.6,-9999,-9999,-9999,-9999
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100215,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,29.6,13.5,36.3,22.9,-9999,-9999,-9999,-9999
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100216,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,29.9,13.5,36.6,23.1,-9999,-9999,-9999,-9999
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100217,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,30.2,13.5,37.0,23.4,-9999,-9999,-9999,-9999
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100218,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,30.5,13.6,37.3,23.7,-9999,-9999,-9999,-9999
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100219,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,30.8,13.6,37.6,24.0,-9999,-9999,-9999,-9999
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100220,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,31.1,13.7,38.0,24.3,-9999,-9999,-9999,-9999
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100221,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,31.4,13.7,38.3,24.6,-9999,-9999,-9999,-9999
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100222,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,31.7,13.8,38.6,24.9,-9999,-9999,-9999,-9999
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100223,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,32.1,13.8,39.0,25.1,-9999,-9999,-9999,-9999
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100224,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,32.4,13.9,39.3,25.4,-9999,-9999,-9999,-9999
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100225,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,32.7,13.9,39.7,25.7,-9999,-9999,-9999,-9999
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100226,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,33.0,14.0,40.0,26.0,-9999,-9999,-9999,-9999
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100227,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,33.3,14.1,40.3,26.3,-9999,-9999,-9999,-9999
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100228,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,33.6,14.1,40.7,26.5,-9999,-9999,-9999,-9999
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100301,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,33.9,14.2,41.0,26.8,-9999,-9999,-9999,-9999
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100302,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,34.2,14.3,41.3,27.1,-9999,-9999,-9999,-9999
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100303,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,34.5,14.3,41.7,27.4,-9999,-9999,-9999,-9999
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100304,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,34.8,14.4,42.0,27.6,-9999,-9999,-9999,-9999
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100305,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,35.1,14.5,42.3,27.9,-9999,-9999,-9999,-9999
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100306,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,35.4,14.5,42.7,28.1,-9999,-9999,-9999,-9999
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100307,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,35.7,14.6,43.0,28.4,-9999,-9999,-9999,-9999
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100308,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,36.0,14.7,43.3,28.7,-9999,-9999,-9999,-9999
